workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_chip_id,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,num_xcd,num_hbm_channels
ttest,./build/bin/tile_example_fmha_fwd -init=0 -b=1 -s=4800 -h=16 -h_k=1 -d=72 -prec=bf16 -vlayout=r -qscale=0 -kname=1 -mode=1 -v=1 -operm=1 -iperm=1,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF|roofline,Mon Dec 22 06:51:40 2025 (UTC),3,hjbog-srdc-7.amd.com,Intel(R) Xeon(R) Platinum 8480C,"American Megatrends International, LLC.3.0.ES.AL.P.087.05",Ubuntu 22.04.5 LTS,5.10.134-19.1.al8.x86_64,,2112931432,,7.1.0,113-M3080202-101,SPX,NA,MI300,MI308X,gfx942,29858,32,4096,80,4,16,64,1024,32,1420,,1420,,64,32,48,4,4,64
